Entity,trait,structure_measured,trait_groupings,trait_group_for_portal,core_trait
https://w3id.org/APD/traits/trait_0010114,seedling_hypocotyl_hairs,whole plant [PO_0000003]; leaf [PO_0025034],plant embryo morphology trait [trait_group_0010104],whole plant morphology,
https://w3id.org/APD/traits/trait_0010160,seedling_first_node_leaf_type,whole plant [PO_0000003]; leaf [PO_0025034],plant embryo morphology trait [trait_group_0010104],whole plant morphology,
https://w3id.org/APD/traits/trait_0010161,seedling_first_node_leaf_count,whole plant [PO_0000003]; leaf [PO_0025034],plant embryo morphology trait [trait_group_0010104],whole plant morphology,
https://w3id.org/APD/traits/trait_0010162,seedling_germination_location,whole plant [PO_0000003]; leaf [PO_0025034],plant embryo morphology trait [trait_group_0010104],whole plant morphology,
https://w3id.org/APD/traits/trait_0011211,leaf_area,leaf [PO_0025034],leaf size trait [trait_group_0011204],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011212,leaflet_area,leaf [PO_0025034],leaf size trait [trait_group_0011204],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011213,leaf_length,leaf [PO_0025034],leaf size trait [trait_group_0011204],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011214,leaf_width,leaf [PO_0025034],leaf size trait [trait_group_0011204],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011215,leaf_thickness,leaf [PO_0025034],leaf size trait [trait_group_0011204],leaf morphology,
https://w3id.org/APD/traits/trait_0011216,leaf_dry_mass,leaf [PO_0025034],leaf mass trait [trait_group_0011206],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011217,leaflet_dry_mass,leaf [PO_0025034],leaf mass trait [trait_group_0011206],leaf morphology,
https://w3id.org/APD/traits/trait_0011218,leaf_fresh_mass,leaf [PO_0025034],leaf mass trait [trait_group_0011206],leaf morphology,
https://w3id.org/APD/traits/trait_0011219,petiole_length,leaf [PO_0025034],leaf size trait [trait_group_0011204],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011220,petiole_width,leaf [PO_0025034],leaf size trait [trait_group_0011204],leaf morphology,
https://w3id.org/APD/traits/trait_0011230,leaf_mass_per_area,leaf [PO_0025034],leaf size trait [trait_group_0011204]; leaf mass trait [trait_group_0011206],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011231,leaf_lamina_mass_per_area,leaf [PO_0025034],leaf size trait [trait_group_0011204]; leaf mass trait [trait_group_0011206],leaf morphology,
https://w3id.org/APD/traits/trait_0011232,leaf_density,leaf [PO_0025034],leaf mass trait [trait_group_0011206],leaf morphology,
https://w3id.org/APD/traits/trait_0011260,leaf_area_ratio,leaf [PO_0025034]; whole plant [PO_0000003],leaf size trait [trait_group_0011204],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011261,leaf_mass_fraction,leaf [PO_0025034],leaf mass trait [trait_group_0011206],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011262,leaf_dry_matter_content,leaf [PO_0025034],leaf mass trait [trait_group_0011206],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011263,leaf_fresh_mass_per_area,leaf [PO_0025034],leaf size trait [trait_group_0011204]; leaf mass trait [trait_group_0011206],leaf morphology,
https://w3id.org/APD/traits/trait_0011264,leaf_water_content_per_area,leaf [PO_0025034],leaf mass trait [trait_group_0011206],leaf morphology,
https://w3id.org/APD/traits/trait_0011265,leaf_water_content_per_dry_mass,leaf [PO_0025034],leaf mass trait [trait_group_0011206],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011266,leaf_water_content_per_fresh_mass,leaf [PO_0025034],leaf mass trait [trait_group_0011206],leaf morphology,
https://w3id.org/APD/traits/trait_0011267,leaf_water_content_per_saturated_mass,leaf [PO_0025034],leaf mass trait [trait_group_0011206],leaf morphology,
https://w3id.org/APD/traits/trait_0011268,leaf_cell_wall_fraction,leaf [PO_0025034],leaf mass trait [trait_group_0011206],leaf morphology,
https://w3id.org/APD/traits/trait_0011310,leaf_type,leaf [PO_0025034],leaf shape trait [trait_group_0011304],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011311,leaf_shape,leaf [PO_0025034],leaf shape trait [trait_group_0011304],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011312,leaf_base_shape,leaf [PO_0025034],leaf shape trait [trait_group_0011304],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011313,leaf_margin,leaf [PO_0025034],leaf shape trait [trait_group_0011304],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011314,leaf_margin_posture,leaf [PO_0025034],leaf shape trait [trait_group_0011304],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011315,leaf_lobation,leaf [PO_0025034],leaf shape trait [trait_group_0011304],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011316,leaf_compoundness,leaf [PO_0025034],leaf shape trait [trait_group_0011304],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011317,leaf_lamina_division,leaf [PO_0025034],leaf shape trait [trait_group_0011304],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011318,leaf_posture_numeric,leaf [PO_0025034],leaf shape trait [trait_group_0011304],leaf morphology,
https://w3id.org/APD/traits/trait_0011319,leaf_lamina_posture,leaf [PO_0025034],leaf shape trait [trait_group_0011304],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011360,leaf_glaucousness,leaf [PO_0025034],leaf morphology trait [trait_group_0011202],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011361,leaf_hairs_adult_leaves,leaf [PO_0025034],leaf morphology trait [trait_group_0011202],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011362,leaf_hairs_juvenile_leaves,leaf [PO_0025034],leaf morphology trait [trait_group_0011202],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011363,leaf_hairs_immature_leaves,leaf [PO_0025034],leaf morphology trait [trait_group_0011202],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011410,leaf_phyllotaxis,leaf [PO_0025034],leaf position trait [trait_group_0011402],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011411,leaf_arrangement,leaf [PO_0025034],leaf position trait [trait_group_0011402],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011412,leaf_axil_angle,leaf [PO_0025034],leaf position trait [trait_group_0011402],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011413,leaf_inclination_angle,leaf [PO_0025034],leaf position trait [trait_group_0011402],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011414,leaf_pendulousness,leaf [PO_0025034],leaf position trait [trait_group_0011402],leaf morphology,
https://w3id.org/APD/traits/trait_0011510,leaf_cuticle_thickness_abaxial,leaf [PO_0025034],portion of plant tissue morphology trait [trait_group_0011502],leaf morphology,
https://w3id.org/APD/traits/trait_0011511,leaf_cuticle_thickness_adaxial,leaf [PO_0025034],portion of plant tissue morphology trait [trait_group_0011502],leaf morphology,
https://w3id.org/APD/traits/trait_0011512,leaf_epidermis_thickness,leaf [PO_0025034],portion of plant tissue morphology trait [trait_group_0011502],leaf morphology,
https://w3id.org/APD/traits/trait_0011513,leaf_epidermis_thickness_abaxial,leaf [PO_0025034],portion of plant tissue morphology trait [trait_group_0011502],leaf morphology,
https://w3id.org/APD/traits/trait_0011514,leaf_epidermis_thickness_adaxial,leaf [PO_0025034],portion of plant tissue morphology trait [trait_group_0011502],leaf morphology,
https://w3id.org/APD/traits/trait_0011515,leaf_epidermal_cell_density_both_sides,leaf [PO_0025034],plant cell morphology trait [trait_group_0011503]; leaf morphology trait [trait_group_0011202],leaf morphology,
https://w3id.org/APD/traits/trait_0011516,leaf_epidermal_cell_density_abaxial,leaf [PO_0025034],plant cell morphology trait [trait_group_0011503]; leaf morphology trait [trait_group_0011202],leaf morphology,
https://w3id.org/APD/traits/trait_0011517,leaf_epidermal_cell_density_adaxial,leaf [PO_0025034],plant cell morphology trait [trait_group_0011503]; leaf morphology trait [trait_group_0011202],leaf morphology,
https://w3id.org/APD/traits/trait_0011518,leaf_hypodermis_thickness_abaxial,leaf [PO_0025034],portion of plant tissue morphology trait [trait_group_0011502],leaf morphology,
https://w3id.org/APD/traits/trait_0011519,leaf_hypodermis_thickness_adaxial,leaf [PO_0025034],portion of plant tissue morphology trait [trait_group_0011502],leaf morphology,
https://w3id.org/APD/traits/trait_0011520,leaf_palisade_tissue_thickness_abaxial,leaf [PO_0025034],portion of plant tissue morphology trait [trait_group_0011502],leaf morphology,
https://w3id.org/APD/traits/trait_0011521,leaf_palisade_tissue_thickness_adaxial,leaf [PO_0025034],portion of plant tissue morphology trait [trait_group_0011502],leaf morphology,
https://w3id.org/APD/traits/trait_0011522,leaf_palisade_cell_length,leaf [PO_0025034],plant cell morphology trait [trait_group_0011503]; leaf morphology trait [trait_group_0011202],leaf morphology,
https://w3id.org/APD/traits/trait_0011523,leaf_palisade_cell_width,leaf [PO_0025034],plant cell morphology trait [trait_group_0011503]; leaf morphology trait [trait_group_0011202],leaf morphology,
https://w3id.org/APD/traits/trait_0011524,leaf_palisade_layer_number,leaf [PO_0025034],portion of plant tissue morphology trait [trait_group_0011502]; leaf morphology trait [trait_group_0011202],leaf morphology,
https://w3id.org/APD/traits/trait_0011525,leaf_spongy_mesophyll_thickness,leaf [PO_0025034],portion of plant tissue morphology trait [trait_group_0011502]; leaf morphology trait [trait_group_0011202],leaf morphology,
https://w3id.org/APD/traits/trait_0011526,cell_cross-sectional_area,whole plant [PO_0000003],plant cell morphology trait [trait_group_0011503],whole plant morphology,
https://w3id.org/APD/traits/trait_0011610,leaf_stomatal_density_abaxial,leaf [PO_0025034],leaf stomatal complex morphology trait [trait_group_0011602],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011611,leaf_stomatal_density_adaxial,leaf [PO_0025034],leaf stomatal complex morphology trait [trait_group_0011602],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0011612,leaf_stomatal_density_average,leaf [PO_0025034],leaf stomatal complex morphology trait [trait_group_0011602],leaf morphology,
https://w3id.org/APD/traits/trait_0011613,leaf_stomatal_distribution,leaf [PO_0025034],leaf stomatal complex morphology trait [trait_group_0011602],leaf morphology,
https://w3id.org/APD/traits/trait_0011614,leaf_stomatal_hairs,leaf [PO_0025034],leaf stomatal complex morphology trait [trait_group_0011602],leaf morphology,
https://w3id.org/APD/traits/trait_0011615,leaf_guard_cell_length,leaf [PO_0025034],leaf stomatal complex morphology trait [trait_group_0011602],leaf morphology,
https://w3id.org/APD/traits/trait_0011710,leaf_transmission,leaf [PO_0025034],leaf optical properties trait [trait_group_0011702],leaf morphology,
https://w3id.org/APD/traits/trait_0011711,leaf_absorption,leaf [PO_0025034],leaf optical properties trait [trait_group_0011702],leaf morphology,
https://w3id.org/APD/traits/trait_0011712,leaf_reflectance,leaf [PO_0025034],leaf optical properties trait [trait_group_0011702],leaf morphology,
https://w3id.org/APD/traits/trait_0011713,leaf_reflectance_near_infrared,leaf [PO_0025034],leaf optical properties trait [trait_group_0011702],leaf morphology,
https://w3id.org/APD/traits/trait_0011811,stem_cross_sectional_area,stem [PO_0009047],stem morphology trait [trait_group_0011802],stem morphology,
https://w3id.org/APD/traits/trait_0011812,sapwood_cross_sectional_area,stem [PO_0009047],stem morphology trait [trait_group_0011802],stem morphology,
https://w3id.org/APD/traits/trait_0011813,branch_terminal_twig_cross_sectional_area,stem [PO_0009047],stem morphology trait [trait_group_0011802],stem morphology,
https://w3id.org/APD/traits/trait_0011814,branch_terminal_twig_length,stem [PO_0009047],stem morphology trait [trait_group_0011802],stem morphology,
https://w3id.org/APD/traits/trait_0011815,wood_density,stem [PO_0009047],stem morphology trait [trait_group_0011802],stem morphology,core_trait
https://w3id.org/APD/traits/trait_0011816,stem_density,stem [PO_0009047],stem morphology trait [trait_group_0011802],stem morphology,core_trait
https://w3id.org/APD/traits/trait_0011911,huber_value,leaf [PO_0025034]; stem [PO_0009047],stem morphology trait [trait_group_0011802],stem morphology,core_trait
https://w3id.org/APD/traits/trait_0011912,leaf_mass_to_stem_mass_ratio,leaf [PO_0025034]; stem [PO_0009047]; whole plant [PO_0000003],leaf mass trait [trait_group_0011206]; stem mass trait [trait_group_0011902],leaf morphology,
https://w3id.org/APD/traits/trait_0011913,stem_mass_to_shoot_mass_ratio,leaf [PO_0025034]; stem [PO_0009047]; whole plant [PO_0000003],leaf mass trait [trait_group_0011206]; stem mass trait [trait_group_0011902],leaf morphology,
https://w3id.org/APD/traits/trait_0011914,branch_mass_fraction,stem [PO_0009047]; whole plant [PO_0000003],stem mass trait [trait_group_0011902],stem morphology,
https://w3id.org/APD/traits/trait_0011915,stem_dry_matter_content,stem [PO_0009047],stem mass trait [trait_group_0011902],stem morphology,
https://w3id.org/APD/traits/trait_0011916,stem_water_content_per_saturated_mass,stem [PO_0009047],stem mass trait [trait_group_0011902],stem morphology,
https://w3id.org/APD/traits/trait_0011917,stem_mass_fraction,stem [PO_0009047]; whole plant [PO_0000003],stem mass trait [trait_group_0011902],stem morphology,core_trait
https://w3id.org/APD/traits/trait_0012010,bark_morphology_eucalyptus,bark [PO_0004518],bark morphology trait [trait_group_0012002],bark morphology,
https://w3id.org/APD/traits/trait_0012011,bark_thickness,bark [PO_0004518],bark morphology trait [trait_group_0012002],bark morphology,
https://w3id.org/APD/traits/trait_0012012,bark_thickness_index,bark [PO_0004518]; stem [PO_0009047],bark morphology trait [trait_group_0012002],bark morphology,
https://w3id.org/APD/traits/trait_0012013,bark_density,bark [PO_0004518],bark morphology trait [trait_group_0012002],bark morphology,
https://w3id.org/APD/traits/trait_0012014,bark_dry_mass_per_surface_area,bark [PO_0004518],bark morphology trait [trait_group_0012002],bark morphology,
https://w3id.org/APD/traits/trait_0012015,bark_water_content_per_dry_mass,bark [PO_0004518],bark morphology trait [trait_group_0012002],bark morphology,
https://w3id.org/APD/traits/trait_0012016,bark_water_content_per_saturated_mass,bark [PO_0004518],bark morphology trait [trait_group_0012002],bark morphology,
https://w3id.org/APD/traits/trait_0012111,root_diameter,root [PO_0009005],root morphology trait [trait_group_0012104],root morphology,
https://w3id.org/APD/traits/trait_0012112,root_system_classification,root [PO_0009005],root morphology trait [trait_group_0012104],root morphology,
https://w3id.org/APD/traits/trait_0012113,root_fine_root_coarse_root_ratio,root [PO_0009005],root morphology trait [trait_group_0012104],root morphology,
https://w3id.org/APD/traits/trait_0012114,root_distribution_coefficient,root [PO_0009005],root morphology trait [trait_group_0012104],root morphology,
https://w3id.org/APD/traits/trait_0012115,root_system_type,root [PO_0009005],root morphology trait [trait_group_0012104],root morphology,
https://w3id.org/APD/traits/trait_0012116,root_specific_root_length,root [PO_0009005],root morphology trait [trait_group_0012104],root morphology,
https://w3id.org/APD/traits/trait_0012117,root_specific_taproot_length,root [PO_0009005],root morphology trait [trait_group_0012104],root morphology,
https://w3id.org/APD/traits/trait_0012118,root_specific_root_area,root [PO_0009005],root morphology trait [trait_group_0012104],root morphology,
https://w3id.org/APD/traits/trait_0012119,root_wood_density,root [PO_0009005],root morphology trait [trait_group_0012104],root morphology,
https://w3id.org/APD/traits/trait_0012120,root_shoot_ratio,root [PO_0009005]; whole plant [PO_0000003]; stem [PO_0009047],root morphology trait [trait_group_0012104]; stem morphology trait [trait_group_0011802],root morphology,
https://w3id.org/APD/traits/trait_0012121,root_dry_matter_content,root [PO_0009005],root morphology trait [trait_group_0012104],root morphology,
https://w3id.org/APD/traits/trait_0012122,root_mass_fraction,root [PO_0009005]; whole plant [PO_0000003],root morphology trait [trait_group_0012104],root morphology,
https://w3id.org/APD/traits/trait_0012221,accessory_cost_fraction,reproductive shoot system [PO_0025082]; flower [PO_0009046]; fruit [PO_0009001]; seed [PO_0009010],reproductive shoot system morphology trait [trait_group_0012202],flower morphology,
https://w3id.org/APD/traits/trait_0012222,accessory_cost_mass,reproductive shoot system [PO_0025082]; flower [PO_0009046]; fruit [PO_0009001]; seed [PO_0009010],reproductive shoot system morphology trait [trait_group_0012202],flower morphology,
https://w3id.org/APD/traits/trait_0012301,bud_length,reproductive shoot system [PO_0025082]; bud [PO_0000055],floral organ morphology trait [trait_group_0012404],flower morphology,
https://w3id.org/APD/traits/trait_0012302,bud_width,reproductive shoot system [PO_0025082]; bud [PO_0000055],floral organ morphology trait [trait_group_0012404],flower morphology,
https://w3id.org/APD/traits/trait_0012351,buds_per_inflorescence,reproductive shoot system [PO_0025082]; bud [PO_0000055]; inflorescence [PO_0009049],floral organ morphology trait [trait_group_0012404],flower morphology,
https://w3id.org/APD/traits/trait_0012410,flower_androecium_structural_merism,reproductive shoot system [PO_0025082]; flower [PO_0009046],androecium morphology trait [trait_group_0012408],flower morphology,
https://w3id.org/APD/traits/trait_0012411,flower_androecium_structural_phyllotaxis,reproductive shoot system [PO_0025082]; flower [PO_0009046],androecium morphology trait [trait_group_0012408],flower morphology,
https://w3id.org/APD/traits/trait_0012412,flower_androecium_structural_whorls_count,reproductive shoot system [PO_0025082]; flower [PO_0009046],androecium morphology trait [trait_group_0012408],flower morphology,
https://w3id.org/APD/traits/trait_0012413,flower_anther_attachment,reproductive shoot system [PO_0025082]; flower [PO_0009046],androecium morphology trait [trait_group_0012408],flower morphology,
https://w3id.org/APD/traits/trait_0012414,flower_anther_connective_extension,reproductive shoot system [PO_0025082]; flower [PO_0009046],androecium morphology trait [trait_group_0012408],flower morphology,
https://w3id.org/APD/traits/trait_0012415,flower_anther_dehiscence,reproductive shoot system [PO_0025082]; flower [PO_0009046],androecium morphology trait [trait_group_0012408],flower morphology,
https://w3id.org/APD/traits/trait_0012416,flower_anther_orientation,reproductive shoot system [PO_0025082]; flower [PO_0009046],androecium morphology trait [trait_group_0012408],flower morphology,
https://w3id.org/APD/traits/trait_0012417,flower_colour,reproductive shoot system [PO_0025082]; flower [PO_0009046],perianth morphology trait [trait_group_0012406],flower morphology,core_trait
https://w3id.org/APD/traits/trait_0012418,perianth_colour,reproductive shoot system [PO_0025082]; flower [PO_0009046],perianth morphology trait [trait_group_0012406],flower morphology,
https://w3id.org/APD/traits/trait_0012419,flower_length,reproductive shoot system [PO_0025082]; flower [PO_0009046],perianth morphology trait [trait_group_0012406],flower morphology,
https://w3id.org/APD/traits/trait_0012420,flower_diameter,reproductive shoot system [PO_0025082]; flower [PO_0009046],perianth morphology trait [trait_group_0012406],flower morphology,core_trait
https://w3id.org/APD/traits/trait_0012421,flower_orientation,reproductive shoot system [PO_0025082]; flower [PO_0009046],perianth morphology trait [trait_group_0012406],flower morphology,
https://w3id.org/APD/traits/trait_0012422,flower_count_maximum,reproductive shoot system [PO_0025082]; flower [PO_0009046],floral organ morphology trait [trait_group_0012404],flower morphology,
https://w3id.org/APD/traits/trait_0012431,flower_fertile_stamens_count,reproductive shoot system [PO_0025082]; flower [PO_0009046],androecium morphology trait [trait_group_0012408],flower morphology,
https://w3id.org/APD/traits/trait_0012432,flower_filament,reproductive shoot system [PO_0025082]; flower [PO_0009046],androecium morphology trait [trait_group_0012408],flower morphology,
https://w3id.org/APD/traits/trait_0012433,flower_filament_fusion,reproductive shoot system [PO_0025082]; flower [PO_0009046],androecium morphology trait [trait_group_0012408],flower morphology,
https://w3id.org/APD/traits/trait_0012434,flower_filament_fusion_to_inner_perianth,reproductive shoot system [PO_0025082]; flower [PO_0009046],androecium morphology trait [trait_group_0012408],flower morphology,
https://w3id.org/APD/traits/trait_0012441,flower_gynoecium_phyllotaxis,reproductive shoot system [PO_0025082]; flower [PO_0009046],gynoecium morphology trait [trait_group_0012409],flower morphology,
https://w3id.org/APD/traits/trait_0012442,flower_gynoecium_placentation,reproductive shoot system [PO_0025082]; flower [PO_0009046],gynoecium morphology trait [trait_group_0012409],flower morphology,
https://w3id.org/APD/traits/trait_0012443,flower_ovary_fusion,reproductive shoot system [PO_0025082]; flower [PO_0009046],gynoecium morphology trait [trait_group_0012409],flower morphology,
https://w3id.org/APD/traits/trait_0012444,flower_ovary_position,reproductive shoot system [PO_0025082]; flower [PO_0009046],gynoecium morphology trait [trait_group_0012409],flower morphology,
https://w3id.org/APD/traits/trait_0012445,flower_ovules_per_functional_carpel_count,reproductive shoot system [PO_0025082]; flower [PO_0009046],gynoecium morphology trait [trait_group_0012409],flower morphology,
https://w3id.org/APD/traits/trait_0012461,flower_perianth_differentiation,reproductive shoot system [PO_0025082]; flower [PO_0009046],perianth morphology trait [trait_group_0012406],flower morphology,
https://w3id.org/APD/traits/trait_0012462,flower_perianth_fusion,reproductive shoot system [PO_0025082]; flower [PO_0009046],perianth morphology trait [trait_group_0012406],flower morphology,
https://w3id.org/APD/traits/trait_0012463,flower_perianth_merism,reproductive shoot system [PO_0025082]; flower [PO_0009046],perianth morphology trait [trait_group_0012406],flower morphology,
https://w3id.org/APD/traits/trait_0012464,flower_perianth_parts_count,reproductive shoot system [PO_0025082]; flower [PO_0009046],perianth morphology trait [trait_group_0012406],flower morphology,
https://w3id.org/APD/traits/trait_0012465,flower_perianth_phyllotaxis,reproductive shoot system [PO_0025082]; flower [PO_0009046],perianth morphology trait [trait_group_0012406],flower morphology,
https://w3id.org/APD/traits/trait_0012466,flower_perianth_symmetry,reproductive shoot system [PO_0025082]; flower [PO_0009046],perianth morphology trait [trait_group_0012406],flower morphology,
https://w3id.org/APD/traits/trait_0012467,flower_perianth_whorls_count,reproductive shoot system [PO_0025082]; flower [PO_0009046],perianth morphology trait [trait_group_0012406],flower morphology,
https://w3id.org/APD/traits/trait_0012471,flower_pollen_aperture_shape,reproductive shoot system [PO_0025082]; flower [PO_0009046],androecium morphology trait [trait_group_0012408],flower morphology,
https://w3id.org/APD/traits/trait_0012472,flower_pollen_apertures_count,reproductive shoot system [PO_0025082]; flower [PO_0009046],androecium morphology trait [trait_group_0012408],flower morphology,
https://w3id.org/APD/traits/trait_0012473,flower_pollen_length,reproductive shoot system [PO_0025082]; flower [PO_0009046],androecium morphology trait [trait_group_0012408],flower morphology,
https://w3id.org/APD/traits/trait_0012481,flower_structural_carpels_count,reproductive shoot system [PO_0025082]; flower [PO_0009046],gynoecium morphology trait [trait_group_0012409],flower morphology,
https://w3id.org/APD/traits/trait_0012482,flower_structural_sex_type,reproductive shoot system [PO_0025082]; flower [PO_0009046],floral organ morphology trait [trait_group_0012404],flower morphology,
https://w3id.org/APD/traits/trait_0012483,flower_style_differentiation,reproductive shoot system [PO_0025082]; flower [PO_0009046],gynoecium morphology trait [trait_group_0012409],flower morphology,
https://w3id.org/APD/traits/trait_0012484,flower_style_fusion,reproductive shoot system [PO_0025082]; flower [PO_0009046],gynoecium morphology trait [trait_group_0012409],flower morphology,
https://w3id.org/APD/traits/trait_0012511,fruit_dry_mass,reproductive shoot system [PO_0025082]; fruit [PO_0009001],fruit morphology trait [trait_group_0012504],fruit morphology,core_trait
https://w3id.org/APD/traits/trait_0012512,fruit_length,reproductive shoot system [PO_0025082]; fruit [PO_0009001],fruit morphology trait [trait_group_0012504],fruit morphology,core_trait
https://w3id.org/APD/traits/trait_0012513,fruit_width,reproductive shoot system [PO_0025082]; fruit [PO_0009001],fruit morphology trait [trait_group_0012504],fruit morphology,core_trait
https://w3id.org/APD/traits/trait_0012514,fruit_height,reproductive shoot system [PO_0025082]; fruit [PO_0009001],fruit morphology trait [trait_group_0012504],fruit morphology,core_trait
https://w3id.org/APD/traits/trait_0012515,fruit_wall_thickness,reproductive shoot system [PO_0025082]; fruit [PO_0009001],fruit morphology trait [trait_group_0012504],fruit morphology,
https://w3id.org/APD/traits/trait_0012516,fruit_type,reproductive shoot system [PO_0025082]; fruit [PO_0009001],fruit morphology trait [trait_group_0012504],fruit morphology,core_trait
https://w3id.org/APD/traits/trait_0012517,fruit_fleshiness,reproductive shoot system [PO_0025082]; fruit [PO_0009001],fruit morphology trait [trait_group_0012504],fruit morphology,core_trait
https://w3id.org/APD/traits/trait_0012518,fruit_dehiscence,reproductive shoot system [PO_0025082]; fruit [PO_0009001],fruit morphology trait [trait_group_0012504],fruit morphology,core_trait
https://w3id.org/APD/traits/trait_0012519,fruit_colour,reproductive shoot system [PO_0025082]; fruit [PO_0009001],fruit morphology trait [trait_group_0012504],fruit morphology,core_trait
https://w3id.org/APD/traits/trait_0012610,seed_dry_mass,reproductive shoot system [PO_0025082]; seed [PO_0009010],seed morphology trait [trait_group_0012604],seed morphology,core_trait
https://w3id.org/APD/traits/trait_0012611,diaspore_dry_mass,reproductive shoot system [PO_0025082]; seed [PO_0009010],seed morphology trait [trait_group_0012604],seed morphology,
https://w3id.org/APD/traits/trait_0012612,seed_dry_mass_reserve,reproductive shoot system [PO_0025082]; seed [PO_0009010],seed morphology trait [trait_group_0012604],seed morphology,
https://w3id.org/APD/traits/trait_0012613,seed_length,reproductive shoot system [PO_0025082]; seed [PO_0009010],seed morphology trait [trait_group_0012604],seed morphology,core_trait
https://w3id.org/APD/traits/trait_0012614,seed_width,reproductive shoot system [PO_0025082]; seed [PO_0009010],seed morphology trait [trait_group_0012604],seed morphology,core_trait
https://w3id.org/APD/traits/trait_0012615,seed_height,reproductive shoot system [PO_0025082]; seed [PO_0009010],seed morphology trait [trait_group_0012604],seed morphology,
https://w3id.org/APD/traits/trait_0012616,seed_volume,reproductive shoot system [PO_0025082]; seed [PO_0009010],seed morphology trait [trait_group_0012604],seed morphology,
https://w3id.org/APD/traits/trait_0012617,seed_count,reproductive shoot system [PO_0025082]; seed [PO_0009010],seed morphology trait [trait_group_0012604],seed morphology,
https://w3id.org/APD/traits/trait_0012618,seed_shape,reproductive shoot system [PO_0025082]; seed [PO_0009010],seed morphology trait [trait_group_0012604],seed morphology,core_trait
https://w3id.org/APD/traits/trait_0012619,seed_surface_hairs,reproductive shoot system [PO_0025082]; seed [PO_0009010],seed morphology trait [trait_group_0012604],seed morphology,
https://w3id.org/APD/traits/trait_0012620,seed_surface_texture,reproductive shoot system [PO_0025082]; seed [PO_0009010],seed morphology trait [trait_group_0012604],seed morphology,
https://w3id.org/APD/traits/trait_0012621,seed_surface_reflectivity,reproductive shoot system [PO_0025082]; seed [PO_0009010],seed morphology trait [trait_group_0012604],seed morphology,
https://w3id.org/APD/traits/trait_0012622,diaspore_fleshiness,reproductive shoot system [PO_0025082]; seed [PO_0009010]; fruit [PO_0009001],seed morphology trait [trait_group_0012604]; fruit morphology trait [trait_group_0012504],seed morphology,
https://w3id.org/APD/traits/trait_0012623,dispersal_appendage,reproductive shoot system [PO_0025082]; seed [PO_0009010]; fruit [PO_0009001],seed morphology trait [trait_group_0012604]; fruit morphology trait [trait_group_0012504]; interspecific interactions trait [trait_group_0030009],seed morphology,
https://w3id.org/APD/traits/trait_0012624,dispersal_unit,reproductive shoot system [PO_0025082]; seed [PO_0009010]; fruit [PO_0009001],seed morphology trait [trait_group_0012604]; fruit morphology trait [trait_group_0012504],seed morphology,core_trait
https://w3id.org/APD/traits/trait_0013011,leaf_secondary_vein_angle,leaf [PO_0025034],"leaf vein morphology trait [trait_group_0013006]; water transport trait, hydraulic trait [trait_group_0021002]; leaf morphology trait [trait_group_0011202]",leaf morphology,
https://w3id.org/APD/traits/trait_0013012,leaf_major_vein_density,leaf [PO_0025034],"leaf vein morphology trait [trait_group_0013006]; water transport trait, hydraulic trait [trait_group_0021002]; leaf morphology trait [trait_group_0011202]",leaf morphology,
https://w3id.org/APD/traits/trait_0013013,leaf_total_vein_density,leaf [PO_0025034],"leaf vein morphology trait [trait_group_0013006]; water transport trait, hydraulic trait [trait_group_0021002]; leaf morphology trait [trait_group_0011202]",leaf morphology,
https://w3id.org/APD/traits/trait_0013014,leaf_vein_frequency,leaf [PO_0025034],"leaf vein morphology trait [trait_group_0013006]; water transport trait, hydraulic trait [trait_group_0021002]; leaf morphology trait [trait_group_0011202]",leaf morphology,
